satisfaction_level,number_project,average_montly_hours,time_spend_company,left,promotion_last_5years,sales,salary
0.77,4,260,3,0,0,sales,medium
0.69,5,232,4,0,0,sales,medium
0.61,4,134,3,0,0,sales,medium
0.59,4,189,3,0,0,sales,medium
0.58,4,113,3,0,0,IT,medium
0.88,5,264,3,0,0,product_mng,medium
0.51,5,260,2,0,0,product_mng,high
0.31,3,132,3,0,0,product_mng,low
0.52,4,168,3,0,0,product_mng,medium
0.57,3,186,3,0,0,IT,medium
0.5,3,267,2,0,0,management,high
0.74,3,180,3,0,0,management,high
0.74,3,211,3,0,0,management,high
0.82,2,268,2,0,0,management,high
0.74,3,206,3,0,0,management,high
0.2,6,113,3,0,0,management,high
0.63,4,179,3,0,0,marketing,low
0.19,6,157,6,0,0,sales,low
0.4,4,127,5,0,0,accounting,low
0.71,2,179,5,0,1,support,low
0.84,4,197,3,0,1,technical,low
0.59,4,251,4,0,1,management,low
0.57,4,250,3,0,1,marketing,low
0.81,2,176,5,0,1,marketing,low
0.8,4,246,3,0,1,marketing,low
0.49,3,155,3,0,1,sales,low
0.55,3,178,2,0,1,sales,low
0.68,3,213,5,0,1,sales,low
0.55,3,150,2,0,1,sales,low
0.59,3,166,2,0,0,sales,low
0.91,5,169,4,0,0,sales,low
0.48,4,208,3,0,0,sales,low
0.84,3,209,2,0,0,sales,low
0.73,4,167,3,0,0,IT,medium
0.28,6,281,3,0,0,product_mng,medium
0.77,3,156,4,0,0,product_mng,medium
0.67,3,265,3,0,0,product_mng,medium
0.5,3,142,3,0,0,product_mng,medium
0.32,3,143,4,0,0,IT,medium
0.57,3,134,3,0,0,RandD,medium
0.51,5,268,3,0,0,RandD,medium
0.61,3,255,2,0,0,RandD,medium
0.83,4,157,2,0,0,RandD,medium
0.87,5,151,3,0,0,RandD,medium
0.7,3,157,2,0,0,RandD,medium
0.78,3,139,3,0,0,marketing,high
0.71,4,196,2,0,0,sales,low
0.68,3,159,2,0,0,accounting,medium
0.75,4,224,4,0,0,support,medium
0.7,3,215,7,0,0,technical,medium
0.59,5,157,7,0,0,management,medium
0.64,4,157,7,0,0,marketing,low
0.61,5,146,7,0,0,marketing,low
0.77,2,286,7,0,0,marketing,low
0.51,3,203,3,0,0,sales,low
0.49,3,168,7,0,0,sales,low
0.77,3,170,7,0,0,sales,low
0.31,3,266,7,0,0,sales,low
0.54,3,183,3,0,0,sales,low
0.56,4,264,3,0,0,sales,low
0.65,4,205,3,0,0,sales,low
0.49,2,192,3,0,0,sales,low
0.82,3,176,3,0,0,technical,low
0.6,3,183,2,0,0,support,low
0.64,3,156,6,0,0,support,low
0.7,3,150,3,0,0,support,low
0.65,4,204,8,0,0,support,low
0.69,5,131,8,0,0,support,low
0.93,5,248,8,0,0,support,low
0.55,4,168,8,0,0,support,low
0.75,4,146,8,0,0,support,low
0.47,4,246,3,0,0,support,low
0.72,5,216,10,0,0,support,medium
0.59,3,203,10,0,0,support,medium
0.98,3,199,10,0,0,technical,medium
0.39,2,102,8,0,0,technical,medium
0.93,4,139,8,0,0,technical,medium
0.71,5,208,8,0,0,management,medium
0.49,4,215,4,0,0,IT,medium
0.63,4,233,3,0,0,IT,medium
0.45,3,169,10,0,0,IT,medium
0.77,3,190,10,0,0,IT,medium
0.77,4,236,7,0,0,IT,medium
0.5,4,266,7,0,0,product_mng,medium
0.45,4,156,7,0,0,product_mng,high
0.81,4,153,7,0,0,product_mng,low
0.83,3,175,3,0,0,product_mng,medium
0.47,6,174,10,0,0,IT,medium
0.25,4,154,10,0,0,management,high
0.89,5,251,10,0,0,management,high
0.97,3,164,10,0,0,management,high
0.6,2,225,10,0,0,management,high
0.67,2,134,10,0,0,management,high
0.89,3,144,3,0,0,management,high
0.6,5,211,3,0,0,sales,low
0.64,4,139,3,0,0,sales,low
0.57,3,268,3,0,0,sales,low
0.56,5,171,3,0,0,sales,low
0.6,4,260,2,0,0,sales,medium
0.17,6,224,3,0,0,sales,medium
0.74,4,233,3,0,0,sales,medium
0.44,3,125,7,0,0,sales,medium
0.51,4,233,7,0,0,sales,medium
0.86,3,162,7,0,0,sales,medium
0.96,4,198,7,0,0,sales,medium
0.87,4,198,7,0,0,sales,medium
0.58,3,243,3,0,0,sales,medium
0.24,4,281,7,0,0,sales,medium
0.42,4,259,7,0,0,sales,medium
0.65,4,184,7,0,0,sales,medium
0.73,6,189,3,0,0,sales,medium
0.63,4,258,3,0,0,sales,medium
0.95,4,225,3,0,0,sales,medium
0.52,5,145,3,0,0,sales,medium
0.96,3,164,3,0,0,sales,medium
0.66,4,254,2,0,0,sales,medium
0.98,4,154,6,0,0,sales,medium
0.56,5,248,3,0,0,sales,medium
0.97,3,154,8,0,0,sales,medium
0.72,3,242,8,0,0,sales,medium
0.74,4,194,8,0,0,sales,medium
0.2,5,261,8,0,0,sales,medium
0.73,3,245,8,0,0,sales,medium
0.76,3,247,3,0,0,sales,low
0.65,4,147,10,0,0,sales,low
0.66,3,139,10,0,0,sales,low
0.96,6,137,10,0,0,sales,low
0.57,4,177,8,0,0,sales,low
0.61,4,184,8,0,0,IT,low
0.57,3,212,8,0,0,product_mng,low
0.59,3,159,4,0,0,product_mng,low
0.92,4,178,3,0,0,product_mng,low
0.79,3,149,10,0,0,product_mng,low
0.95,4,223,10,0,0,IT,low
0.24,6,263,7,0,0,management,high
0.49,4,161,7,0,0,management,high
0.49,3,192,7,0,0,management,high
0.97,5,215,7,0,0,management,high
0.55,4,261,3,0,0,management,high
0.76,5,222,10,0,0,management,high
0.53,3,223,10,0,0,marketing,low
0.51,3,182,10,0,0,sales,low
0.57,2,204,10,0,0,accounting,low
0.58,3,195,10,0,0,support,low
0.6,4,146,10,0,0,technical,low
0.65,4,233,4,0,0,management,low
0.91,2,147,3,0,0,marketing,low
0.65,3,156,5,0,0,marketing,low
0.18,3,240,2,0,0,marketing,low
0.66,4,177,7,0,0,sales,low
0.78,3,135,7,0,0,sales,medium
0.82,5,178,7,0,0,sales,medium
0.54,3,190,7,0,0,sales,medium
0.95,3,240,7,0,0,sales,medium
0.65,4,172,3,0,0,sales,medium
0.83,3,271,7,0,0,sales,medium
0.15,5,188,7,0,0,sales,medium
0.59,4,197,7,0,0,IT,medium
0.99,5,151,3,0,0,product_mng,medium
0.76,3,263,3,0,0,product_mng,medium
0.64,2,223,3,0,0,product_mng,medium
0.95,4,151,3,0,0,product_mng,medium
0.53,3,191,3,0,0,IT,high
0.59,2,162,2,0,0,management,high
0.69,5,195,6,0,0,management,high
0.5,4,222,3,0,0,management,high
0.89,3,179,8,0,0,management,high
0.56,3,106,8,0,0,management,high
0.77,3,214,8,0,0,management,high
0.15,3,259,8,0,0,marketing,high
0.88,3,145,8,0,0,sales,low
0.89,4,153,3,0,0,accounting,low
0.65,2,117,10,0,0,support,low
0.58,3,207,10,0,0,technical,low
0.56,3,265,10,0,0,management,low
0.25,5,279,8,0,0,marketing,low
0.87,4,225,8,0,0,marketing,low
0.62,3,158,8,0,0,marketing,low
0.72,4,211,4,0,0,sales,medium
0.49,4,175,3,0,0,sales,medium
0.57,4,224,10,0,0,sales,medium
0.63,3,190,10,0,0,sales,medium
0.91,5,240,7,0,0,sales,medium
0.7,5,225,7,0,0,sales,medium
0.66,5,192,7,0,0,sales,medium
0.77,5,262,7,0,0,IT,medium
0.68,3,250,3,0,0,product_mng,medium
0.34,3,155,10,0,0,product_mng,medium
0.97,4,238,10,0,0,product_mng,medium
0.57,4,249,10,0,0,product_mng,medium
0.66,3,272,10,0,0,IT,medium
0.68,4,162,10,0,0,management,high
0.49,4,254,10,0,0,management,high
0.72,4,184,3,0,0,management,high
0.77,4,269,10,0,0,management,high
0.77,3,201,10,0,0,management,high
0.59,4,247,10,0,0,management,high
0.41,6,221,10,0,0,marketing,medium
0.94,5,247,10,0,0,sales,medium
0.91,4,135,10,0,0,accounting,medium
0.7,3,260,4,0,0,support,medium
0.51,3,188,3,0,0,technical,high
0.22,4,159,5,0,0,management,low
0.69,3,153,2,0,0,marketing,medium
0.2,5,167,7,0,0,marketing,medium
0.9,3,158,7,0,0,marketing,medium
0.76,3,180,7,0,0,sales,medium
0.88,3,211,7,0,0,sales,medium
0.31,4,104,7,0,0,sales,medium
0.17,6,174,3,0,0,sales,medium
0.91,3,195,7,0,0,sales,medium
0.97,5,211,7,0,0,sales,medium
0.61,5,232,7,0,0,sales,medium
0.74,5,216,3,0,0,sales,low
0.65,5,265,3,0,0,IT,low
0.87,5,184,3,0,0,product_mng,low
0.56,5,244,3,0,0,product_mng,low
0.78,4,202,3,0,0,product_mng,low
0.73,3,146,2,0,0,product_mng,low
0.66,4,161,6,0,0,IT,low
0.15,5,280,3,0,0,RandD,high
0.52,5,208,8,0,0,RandD,low
0.44,6,134,8,0,0,RandD,high
0.7,3,162,8,0,0,RandD,high
0.63,5,209,8,0,0,RandD,low
0.89,3,265,8,0,0,RandD,low
0.96,4,173,3,0,0,marketing,high
0.98,4,261,10,0,0,sales,low
0.62,3,204,10,0,0,accounting,medium
0.62,3,144,10,0,0,support,high
0.69,5,113,8,0,0,technical,medium
0.5,4,144,8,0,0,management,medium
0.71,5,140,8,0,0,marketing,medium
0.5,3,245,4,0,0,marketing,medium
0.93,3,188,3,0,0,marketing,high
0.95,5,199,10,0,0,sales,medium
0.17,6,154,10,0,0,sales,medium
0.92,4,138,7,0,0,sales,medium
0.64,3,147,7,0,0,sales,high
0.27,6,173,7,0,0,sales,medium
0.66,3,223,7,0,0,sales,high
0.59,3,200,3,0,0,sales,low
0.93,4,189,10,0,0,sales,medium
0.58,5,133,10,0,0,technical,medium
0.96,3,160,10,0,0,support,medium
0.69,3,153,10,0,0,support,medium
0.41,4,142,10,0,0,support,low
0.36,3,167,10,0,0,support,low
0.71,4,227,2,0,0,support,low
0.94,4,144,4,0,0,support,low
0.51,4,140,3,0,0,support,low
0.83,4,220,3,0,0,support,low
0.22,3,180,3,0,0,support,low
0.66,4,173,4,0,0,support,low
0.14,3,179,5,0,0,support,low
0.16,5,137,5,0,0,technical,low
0.81,3,165,3,0,0,technical,high
0.73,3,177,3,0,0,technical,low
0.7,5,168,3,0,0,management,low
0.62,3,245,4,0,0,IT,low
0.5,5,258,2,0,0,IT,low
0.7,3,159,2,0,0,IT,high
0.53,3,163,3,0,0,IT,low
0.87,3,174,2,0,0,IT,low
0.59,3,214,2,0,0,product_mng,low
0.94,4,191,3,0,0,product_mng,high
0.2,5,272,5,0,0,product_mng,low
0.42,3,183,2,0,0,product_mng,medium
0.43,4,135,2,0,0,IT,high
0.43,6,154,2,0,0,management,high
0.77,5,238,3,0,0,management,high
0.76,2,235,3,0,0,management,high
0.82,3,215,4,0,0,management,high
0.75,5,234,2,0,0,management,high
0.63,4,187,3,0,0,management,high
0.51,3,133,3,0,0,sales,medium
0.23,3,123,5,0,0,sales,medium
0.77,4,202,3,0,0,sales,medium
0.54,4,140,3,0,0,sales,medium
0.63,4,182,3,0,0,sales,high
0.55,3,179,2,0,0,sales,low
0.31,3,150,3,0,0,sales,medium
0.98,4,151,3,0,0,sales,medium
0.16,6,117,7,0,0,sales,medium
0.54,3,156,7,0,0,sales,medium
0.73,3,211,7,0,0,sales,medium
0.16,6,286,7,0,1,sales,medium
0.57,5,233,7,0,1,sales,medium
0.88,4,222,3,0,1,sales,medium
0.95,4,258,7,0,1,sales,medium
0.93,5,231,7,0,1,sales,high
0.91,3,220,7,0,1,sales,low
0.77,4,134,3,0,1,sales,low
0.24,6,141,3,0,0,sales,low
0.74,5,160,3,0,0,sales,high
0.53,4,259,3,0,0,sales,low
0.89,5,232,3,0,0,sales,low
0.23,5,272,2,0,0,sales,low
0.69,3,215,6,0,0,sales,high
0.52,4,222,3,0,0,sales,low
0.9,3,244,8,0,0,sales,low
0.92,5,224,8,0,0,sales,low
0.72,5,200,8,0,0,sales,low
0.92,4,143,8,0,0,sales,low
0.79,5,238,8,0,0,sales,low
0.48,4,145,3,0,0,sales,low
0.27,4,108,10,0,0,sales,medium
0.67,3,247,10,0,0,sales,medium
0.48,3,213,10,0,0,sales,medium
0.99,4,209,8,0,0,IT,medium
0.49,4,240,8,0,0,product_mng,medium
0.39,3,100,8,0,0,product_mng,medium
0.99,4,265,4,0,0,product_mng,medium
0.78,3,209,3,0,0,product_mng,medium
0.5,3,154,10,0,0,IT,medium
0.61,5,230,10,0,0,management,high
0.88,4,208,7,0,1,management,high
0.44,2,141,7,0,1,management,high
0.73,3,262,7,0,1,management,high
0.58,4,206,7,0,1,management,high
0.74,3,166,3,0,1,management,high
0.32,4,117,10,0,1,marketing,medium
0.88,4,273,10,0,0,sales,medium
0.81,4,270,10,0,0,accounting,medium
0.59,3,138,10,0,0,support,low
0.79,3,235,10,0,0,technical,low
0.92,4,190,10,0,0,management,low
0.76,3,192,3,0,0,marketing,low
0.91,5,214,3,0,0,marketing,low
0.8,4,242,2,0,0,marketing,low
0.73,4,233,2,0,0,sales,low
0.88,3,218,4,0,0,sales,low
0.65,5,125,4,0,0,sales,low
0.84,4,178,2,0,0,sales,low
0.93,5,272,3,0,0,sales,low
0.64,3,265,4,0,0,sales,low
0.66,4,271,3,0,0,sales,low
0.76,3,179,3,0,0,sales,low
0.34,3,118,4,0,0,IT,low
0.48,4,196,5,0,0,product_mng,low
0.79,4,173,2,0,0,product_mng,low
0.82,4,156,3,0,0,product_mng,low
0.51,2,180,3,0,0,product_mng,low
0.84,4,263,3,0,0,IT,low
0.66,5,134,3,0,0,management,high
0.72,3,189,3,0,0,management,high
0.53,4,167,4,0,0,management,high
0.81,5,132,2,0,0,management,high
0.58,3,209,2,0,0,management,high
0.82,2,227,5,0,0,management,high
0.72,4,239,3,0,0,marketing,medium
0.9,4,172,4,0,0,sales,medium
0.98,3,188,4,0,0,accounting,medium
0.56,3,265,3,0,0,support,medium
0.77,3,153,3,0,0,technical,medium
0.61,4,242,2,0,0,management,medium
0.97,4,262,3,0,1,marketing,medium
0.64,3,246,2,0,1,marketing,high
0.99,4,211,2,0,1,marketing,low
0.61,3,145,4,0,1,sales,medium
0.72,4,256,3,0,1,sales,medium
0.67,2,245,2,0,1,sales,medium
0.9,3,151,3,0,0,sales,medium
0.9,4,245,2,0,0,sales,low
0.63,4,171,3,0,0,sales,low
0.64,3,252,2,0,0,sales,low
0.44,3,175,2,0,0,IT,low
0.64,4,210,3,0,0,product_mng,low
0.65,2,180,2,0,0,product_mng,low
0.69,5,103,5,0,0,product_mng,low
0.93,4,110,3,0,0,product_mng,low
0.73,5,184,3,0,0,IT,low
0.83,4,161,2,0,0,management,high
0.82,5,210,3,0,0,management,high
0.39,2,212,2,0,0,management,high
0.53,6,106,6,0,0,management,high
0.88,4,179,3,0,0,management,high
0.8,5,217,3,0,0,management,high
0.68,4,184,3,0,0,marketing,low
0.66,3,210,2,0,0,sales,low
0.61,4,246,2,0,0,accounting,low
0.74,4,262,3,0,0,support,low
0.61,4,245,3,0,1,technical,low
0.57,3,222,3,0,1,management,low
0.68,4,146,4,0,1,marketing,medium
0.75,4,263,3,0,1,marketing,medium
0.29,5,134,2,0,1,marketing,medium
0.81,5,250,4,0,1,sales,medium
0.53,4,173,3,0,0,sales,medium
0.42,6,173,3,0,0,sales,medium
0.64,4,252,3,0,0,sales,medium
0.63,2,230,4,0,0,sales,medium
0.81,4,212,2,0,0,sales,medium
0.71,5,187,2,0,0,sales,medium
0.7,5,241,2,0,0,sales,medium
0.53,3,164,4,0,0,IT,medium
0.16,6,218,6,0,0,product_mng,high
0.17,4,194,3,0,0,product_mng,low
0.7,3,158,2,0,0,product_mng,medium
0.43,2,149,4,0,0,product_mng,medium
0.49,4,161,2,0,0,IT,medium
0.5,5,226,2,0,0,management,high
0.57,2,111,2,0,0,management,high
0.68,4,258,3,0,0,management,high
0.62,3,266,2,0,0,management,high
0.69,3,253,3,0,0,management,high
0.63,5,160,3,0,0,management,high
0.76,5,230,3,0,0,marketing,low
0.62,5,198,3,0,0,sales,low
0.82,3,250,3,0,0,accounting,low
0.2,4,225,5,0,0,support,low
0.16,3,178,3,0,0,technical,low
0.2,4,196,3,0,0,management,low
0.53,4,240,2,0,0,marketing,low
0.71,3,204,3,0,0,marketing,low
0.7,3,250,3,0,0,marketing,low
0.92,2,224,2,0,0,sales,low
0.81,4,268,3,0,0,sales,low
0.79,5,167,3,0,0,sales,low
0.53,3,168,3,0,0,sales,low
0.51,4,168,2,0,0,sales,low
0.78,5,158,3,0,0,sales,low
0.5,3,240,3,0,0,sales,low
0.92,4,261,4,0,0,sales,medium
0.59,4,176,2,0,0,technical,medium
0.77,3,217,3,0,0,support,medium
0.74,5,224,2,0,0,support,medium
0.67,4,196,3,0,0,support,medium
0.56,3,223,3,0,0,support,medium
0.84,5,131,5,0,0,support,medium
0.53,2,167,2,0,0,support,medium
0.86,5,273,3,0,0,support,medium
0.77,3,98,3,0,0,support,medium
0.97,4,253,3,0,0,support,medium
0.69,5,174,3,0,0,support,medium
0.73,3,274,2,0,0,support,high
0.42,6,174,5,0,0,technical,low
0.4,5,173,5,0,0,technical,medium
0.33,2,198,4,0,0,technical,medium
0.68,3,238,2,0,0,management,medium
0.78,3,256,2,0,0,IT,medium
0.92,3,179,2,0,0,IT,low
0.66,4,273,4,0,0,IT,low
0.6,3,104,4,0,0,IT,low
0.86,4,208,3,0,0,IT,low
0.61,3,275,2,0,0,product_mng,low
0.71,3,231,2,0,0,product_mng,low
0.86,4,186,3,0,0,product_mng,low
0.96,3,241,3,0,0,product_mng,low
0.7,3,194,2,0,0,IT,low
0.38,4,196,3,0,1,management,high
0.39,6,185,3,0,1,management,high
0.49,2,148,2,0,1,management,high
0.78,4,150,3,0,1,management,high
0.74,5,121,5,0,1,management,high
0.82,4,266,3,0,1,management,high
0.6,2,109,6,0,0,sales,low
0.72,3,143,4,0,0,sales,low
0.73,3,174,3,0,0,sales,low
0.89,4,159,2,0,0,sales,medium
0.74,4,157,2,0,0,sales,medium
0.83,2,222,2,0,0,sales,medium
0.24,5,199,5,0,0,sales,medium
0.93,3,255,7,0,0,sales,medium
0.96,4,253,7,0,0,sales,medium
0.16,5,149,7,0,0,sales,medium
0.21,6,285,7,0,0,sales,medium
0.69,3,164,7,0,0,sales,medium
0.66,3,243,3,0,0,sales,medium
0.67,2,207,7,0,0,sales,medium
0.85,4,186,7,0,0,sales,medium
0.37,4,211,7,0,0,sales,high
0.64,2,190,3,0,0,sales,low
0.91,2,241,3,0,0,sales,medium
0.96,3,206,3,0,0,sales,medium
0.74,4,273,3,0,0,sales,medium
0.94,2,157,3,0,0,sales,medium
0.37,3,183,2,0,0,sales,low
0.92,3,151,6,0,0,sales,low
0.86,3,217,3,0,0,sales,low
0.66,5,235,8,0,0,sales,low
0.19,4,127,8,0,0,sales,low
0.65,5,167,8,0,0,sales,low
0.92,3,260,8,0,0,sales,low
0.83,3,240,8,0,0,sales,low
0.94,4,187,3,0,0,sales,low
0.42,3,126,2,0,0,sales,low
0.78,6,168,3,0,0,sales,low
0.58,4,197,5,0,0,sales,low
0.5,2,170,8,0,0,sales,low
0.82,3,219,8,0,0,IT,low
0.97,6,137,8,0,0,product_mng,low
0.8,3,225,4,0,0,product_mng,low
0.82,3,194,3,0,0,product_mng,low
0.95,5,251,4,0,0,product_mng,low
0.88,5,195,4,0,0,IT,low
0.5,3,180,7,0,1,management,high
0.53,2,225,7,0,1,management,high
0.82,3,229,7,0,1,management,high
0.15,6,144,7,0,1,management,high
0.92,3,129,3,0,1,management,high
0.53,3,172,10,0,1,management,high
0.58,4,220,10,0,0,marketing,medium
0.88,3,273,10,0,0,sales,medium
0.85,3,245,10,0,0,accounting,medium
0.99,5,264,10,0,0,support,medium
0.94,3,268,10,0,0,technical,medium
0.63,3,172,3,0,0,management,medium
0.85,3,245,3,0,0,marketing,medium
0.95,5,192,3,0,0,marketing,medium
0.71,3,268,4,0,0,marketing,high
0.49,4,244,3,0,0,sales,low
0.71,4,222,4,0,0,sales,medium
0.52,5,239,2,0,0,sales,medium
0.48,3,143,4,0,0,sales,medium
0.82,3,160,3,0,0,sales,medium
0.83,2,255,7,0,0,sales,low
0.85,4,152,7,0,0,sales,low
0.57,4,226,7,0,0,sales,low
0.16,5,266,7,0,0,IT,low
0.85,5,256,7,0,0,product_mng,low
0.82,3,198,3,0,0,product_mng,low
0.9,4,254,7,0,0,product_mng,low
0.92,2,104,7,0,0,product_mng,low
0.9,4,136,7,0,0,IT,low
0.82,5,205,3,0,0,IT,low
0.84,4,236,3,0,0,IT,low
0.92,3,176,3,0,0,IT,low
0.82,3,148,3,0,0,IT,low
0.8,4,146,3,0,0,IT,low
0.6,3,242,2,0,0,IT,low
0.14,5,115,6,0,0,marketing,high
0.85,4,150,3,0,0,accounting,high
0.55,3,239,8,0,0,accounting,high
0.49,4,178,8,0,0,IT,medium
0.82,5,263,8,0,0,IT,medium
0.59,3,272,8,0,0,management,high
0.9,3,133,8,0,0,marketing,medium
0.62,3,149,3,0,0,marketing,medium
0.61,3,193,2,0,0,marketing,medium
0.52,5,174,3,0,0,sales,medium
0.79,4,223,5,0,0,sales,medium
0.49,4,201,8,0,0,sales,medium
0.73,2,139,8,0,0,sales,medium
0.67,5,241,8,0,0,sales,medium
0.52,4,187,4,0,0,sales,medium
0.72,4,192,3,0,0,sales,medium
0.48,5,142,4,0,0,IT,medium
0.19,4,229,4,0,0,product_mng,medium
0.49,3,104,7,0,0,product_mng,high
0.9,3,255,7,0,0,product_mng,low
0.49,4,212,7,0,0,product_mng,medium
0.6,2,235,7,0,0,IT,medium
0.62,3,237,3,0,0,IT,medium
0.64,4,253,10,0,1,management,high
0.22,3,193,10,0,1,management,high
0.9,3,259,10,0,1,management,high
0.74,5,266,10,0,1,management,high
0.85,3,185,10,0,1,management,high
0.33,3,172,10,0,1,marketing,high
0.5,4,180,3,0,0,IT,low
0.38,2,157,3,1,0,sales,low
0.8,5,262,6,1,0,sales,medium
0.11,7,272,4,1,0,sales,medium
0.72,5,223,5,1,0,sales,low
0.37,2,159,3,1,0,sales,low
0.41,2,153,3,1,0,sales,low
0.1,6,247,4,1,0,sales,low
0.92,5,259,5,1,0,sales,low
0.89,5,224,5,1,0,sales,low
0.42,2,142,3,1,0,sales,low
0.45,2,135,3,1,0,sales,low
0.11,6,305,4,1,0,sales,low
0.84,4,234,5,1,0,sales,low
0.41,2,148,3,1,0,sales,low
0.36,2,137,3,1,0,sales,low
0.38,2,143,3,1,0,sales,low
0.45,2,160,3,1,0,sales,low
0.78,4,255,6,1,0,sales,low
0.45,2,160,3,1,1,sales,low
0.76,5,262,5,1,0,sales,low
0.11,6,282,4,1,0,sales,low
0.38,2,147,3,1,0,sales,low
0.09,6,304,4,1,0,sales,low
0.46,2,139,3,1,0,sales,low
0.4,2,158,3,1,0,sales,low
0.89,5,242,5,1,0,sales,low
0.82,4,239,5,1,0,sales,low
0.4,2,135,3,1,0,sales,low
0.41,2,128,3,1,0,accounting,low
0.38,2,132,3,1,0,accounting,low
0.09,6,294,4,1,0,accounting,low
0.45,2,134,3,1,0,hr,low
0.4,2,145,3,1,0,hr,low
0.45,2,140,3,1,0,hr,low
0.84,4,246,6,1,0,hr,low
0.1,6,255,4,1,0,technical,low
0.38,2,137,3,1,0,technical,low
0.45,2,126,3,1,0,technical,low
0.11,6,306,4,1,0,technical,low
0.41,2,152,3,1,0,technical,low
0.87,5,269,5,1,0,technical,low
0.45,2,158,3,1,0,technical,low
0.4,2,127,3,1,0,technical,low
0.1,7,281,4,1,0,technical,low
0.09,6,276,4,1,0,technical,low
0.84,3,182,4,1,0,technical,low
0.4,2,147,3,1,0,support,low
0.57,3,273,6,1,0,support,low
0.4,2,148,3,1,0,support,low
0.43,2,147,3,1,0,support,low
0.13,6,152,2,1,0,support,low
0.44,2,135,3,1,0,support,low
0.38,2,134,3,1,0,support,low
0.39,2,132,3,1,0,support,low
0.1,7,307,4,1,0,support,low
0.37,2,140,3,1,0,support,low
0.11,7,255,4,1,0,support,low
0.1,6,309,4,1,0,technical,low
0.38,2,128,3,1,0,technical,low
0.85,4,225,5,1,0,technical,low
0.85,5,226,5,1,0,management,medium
0.11,7,308,4,1,0,IT,medium
0.1,6,244,5,1,0,IT,medium
0.36,2,132,3,1,0,IT,medium
0.11,6,286,4,1,0,IT,medium
0.81,6,161,4,1,0,IT,medium
0.43,2,153,3,1,0,product_mng,medium
0.9,4,264,6,1,0,product_mng,medium
0.76,5,223,5,1,0,product_mng,medium
0.43,2,135,3,1,0,product_mng,medium
0.74,2,277,3,1,0,IT,medium
0.09,5,275,4,1,0,product_mng,medium
0.45,2,149,3,1,0,product_mng,high
0.09,7,295,4,1,0,product_mng,low
0.11,6,277,4,1,0,product_mng,medium
0.11,7,306,4,1,0,product_mng,medium
0.1,6,295,4,1,0,product_mng,medium
0.4,2,137,3,1,0,marketing,medium
0.43,2,157,3,1,0,sales,low
0.39,2,142,3,1,0,accounting,low
0.45,2,140,3,1,0,support,low
0.38,2,151,3,1,0,technical,low
0.79,4,139,3,1,1,management,low
0.84,4,249,6,1,0,marketing,low
0.11,6,291,4,1,0,marketing,low
0.11,6,305,4,1,0,marketing,low
0.17,5,232,3,1,0,sales,low
0.44,2,132,3,1,0,sales,low
0.37,2,130,3,1,0,sales,low
0.1,6,291,4,1,0,sales,low
0.4,2,130,3,1,0,sales,low
0.89,5,246,5,1,0,sales,low
0.42,2,143,3,1,0,sales,low
0.46,2,129,3,1,0,sales,low
0.09,6,255,4,1,0,sales,low
0.37,2,155,3,1,0,sales,low
0.1,6,265,4,1,0,sales,low
0.1,6,279,4,1,0,sales,low
0.11,6,284,4,1,0,sales,low
0.9,5,221,6,1,0,sales,medium
0.38,2,154,3,1,0,sales,medium
0.36,2,147,3,1,0,sales,medium
0.42,2,150,3,1,0,sales,medium
0.09,7,267,4,1,0,sales,medium
0.43,2,158,3,1,0,sales,medium
0.24,7,224,5,1,0,accounting,medium
0.91,4,257,5,1,0,accounting,medium
0.44,2,148,3,1,0,accounting,medium
0.71,3,177,4,1,0,hr,medium
0.4,2,155,3,1,0,hr,medium
0.43,2,144,3,1,0,hr,medium
0.09,6,289,4,1,0,hr,high
0.43,2,160,3,1,0,technical,low
0.9,4,258,5,1,0,technical,medium
0.84,5,234,5,1,0,technical,medium
0.37,2,137,3,1,0,technical,medium
0.86,5,263,2,1,0,technical,medium
0.11,6,251,4,1,0,technical,low
0.37,2,133,3,1,0,technical,low
0.4,2,132,3,1,0,technical,low
0.14,4,158,4,1,0,technical,low
0.4,2,135,3,1,0,technical,low
0.75,4,216,6,1,0,technical,low
0.11,6,300,5,1,0,support,low
0.46,2,138,3,1,0,support,low
0.11,6,260,4,1,0,support,low
0.38,2,132,3,1,0,support,low
0.7,3,183,5,1,0,support,low
0.09,6,250,4,1,0,support,low
0.37,2,151,3,1,0,support,low
0.1,6,292,4,1,0,support,low
0.38,2,140,3,1,0,support,low
0.9,5,221,5,1,0,support,low
0.44,2,138,3,1,0,support,low
0.36,2,132,3,1,0,technical,low
0.31,7,133,5,1,0,technical,low
0.1,6,283,4,1,0,technical,low
0.42,2,129,3,1,0,management,low
0.74,4,249,5,1,0,IT,low
0.73,5,257,5,1,0,IT,low
0.09,6,245,4,1,0,IT,low
0.45,2,155,3,1,0,IT,low
0.11,6,256,4,1,0,IT,low
0.37,2,152,3,1,0,product_mng,low
0.84,4,267,5,1,0,product_mng,low
0.41,2,151,3,1,0,product_mng,low
0.76,4,239,5,1,0,product_mng,low
0.11,6,306,4,1,0,IT,low
0.84,4,263,5,1,0,marketing,low
0.39,2,147,3,1,0,marketing,low
0.11,6,278,4,1,0,marketing,low
0.45,2,154,3,1,0,marketing,low
0.37,2,143,3,1,0,marketing,low
0.4,2,155,3,1,0,marketing,low
0.39,2,160,3,1,0,sales,low
